Configuration;Timestamp;LocationProtocol;LocationHostname;LocationPathname;ResourceID;ResourceContentType;ResourceURL;ResourceHost;ResourcePath;ResourceRequested;ResourceCompleted;ResourceFailed
test;1438002426352;http;www.wtf.nl;"/";279;"text/javascript";"https://securepubads.g.doubleclick.net/gampad/ads?gdfp_req=1&correlator=1300813740769280&output=json_html&callback=callbackProxy&impl=fif&eid=108809080%2C108809048%2C108809049&sc=0&sfv=1-0-2&iu=%2F4442%2FP4442.WTF.nl%2Fhome&sz=320x240%7C320x100%7C320x50%7C300x250&scp=tt%3D1500%26gr%3D15%26rg%3D2%26nk%3D0%26mscom%3Dloralneder%252Cbiohormabe%252Cmeeticlexa%252Coetkerbv%252Cabnamro%252Ctrivagogmb%252Croyaan%252Cbrilmijgro%252Cunileverle%252Cblablacar%26mspro%3Dachtergeslotendeuren%252Cmasterchefnieuw-zeeland%26u%3Dprz6fgeuk%26ksgmnt%3Dmqx65qehh%252Cmqx7bc2sw%26position%3Dmobilebottom%26VMspot%3D10321544_50548031&cookie=ID%3D6fba7fdac7bd1aa7%3AT%3D1438002426%3AS%3DALNI_MblwOSe-tSUvkASjAO88ULNoYTknw&cookie_enabled=1&lmt=1437995185&dt=1438002426820&cc=100&frm=20&biw=640&bih=1136&oid=3&adx=0&ady=0&adk=519087506&gut=v2&ifi=3&u_tz=120&u_his=1&u_h=1080&u_w=1920&u_ah=1080&u_aw=1920&u_cd=32&u_sd=1&flash=0&url=http%3A%2F%2Fwww.wtf.nl%2F&dssz=65&icsg=587210767&vrg=68&vrp=68&ga_vid=1884121809.1438002427&ga_sid=1438002427&ga_hid=1616742134";securepubads.g.doubleclick.net;"/gampad/ads";474;589;0
test;1438002426352;http;www.wtf.nl;"/";280;"image/gif";"http://ad.360yield.com/match?publisher_dsp_id=4&external_user_id=7367327892691108106";ad.360yield.com;"/match";475;633;0
test;1438002426352;http;www.wtf.nl;"/";282;"image/gif";"http://b.scorecardresearch.com/p2?c1=2&c2=6035634&c4=http://www.wtf.nl/&ns__t=1438002426717&ns_c=UTF-8&c8=WTF.nl%20-%20Blijf%20je%20verbazen&c7=http%3A%2F%2Fwww.wtf.nl%2F&c9=";b.scorecardresearch.com;"/p2";477;491;0
test;1438002426352;http;www.wtf.nl;"/";283;"text/javascript";"http://scripts.adrcdn.com/scripts/screenad_launch_9.4.0_scrambled.js";scripts.adrcdn.com;"/scripts/screenad_launch_9.4.0_scrambled.js";480;502;0
test;1438002426352;http;www.wtf.nl;"/";286;"text/html";"http://media.zie.nl/e/?v=c9kzwk8fuy19&sanoma_poster_url=http%3A%2F%2Fmedia.zie.nl%2Fm%2Fc9kzwk8fuy19_m.jpg";media.zie.nl;"/e/";484;507;0
test;1438002426352;http;www.wtf.nl;"/";287;"image/gif";"http://ad.360yield.com/match?external_user_id=5149034815669323340&publisher_dsp_id=40";ad.360yield.com;"/match";486;628;0
test;1438002426352;http;www.wtf.nl;"/";288;"image/gif";"http://ad.360yield.com/match?publisher_dsp_id=5&external_user_id=560155b6-2cfa-4300-810c-e1bff2537a97";ad.360yield.com;"/match";492;628;0
test;1438002426352;http;www.wtf.nl;"/";289;"text/css";"http://bin.snmmd.nl/static/css/style.css";bin.snmmd.nl;"/static/css/style.css";501;509;0
test;1438002426352;http;www.wtf.nl;"/";290;"text/javascript";"http://cntr.adrcntr.com//i/?id=08b5c105c69ba47bedc94fa0124126d4&ci=&ho=www.wtf.nl&pl=default&fl=0&sw=1920&sh=1080&rt=s&dnt=0&rn=b5d6c93f-6343-4e84-bb7e-d768c8d046ba&ca=60487597668";cntr.adrcntr.com;"//i/";505;559;0
test;1438002426352;http;www.wtf.nl;"/";291;"text/javascript";"http://scripts.adrcdn.com/scripts/screenad_core_9.4.0_scrambled.js";scripts.adrcdn.com;"/scripts/screenad_core_9.4.0_scrambled.js";505;559;0
test;1438002426352;http;www.wtf.nl;"/";292;"text/javascript";"http://media.adrcdn.com/ads/Sanoma/3232303430/97606/screenad_setup_9.4.0_scrambled.js";media.adrcdn.com;"/ads/Sanoma/3232303430/97606/screenad_setup_9.4.0_scrambled.js";506;559;0
test;1438002426352;http;www.wtf.nl;"/";293;"image/gif";"http://ad.360yield.com/match?publisher_dsp_id=79&external_user_id=a9d86bd2-1397-457b-9d5a-347c406a066e";ad.360yield.com;"/match";506;633;0
test;1438002426352;http;www.wtf.nl;"/";294;"text/html";"http://media.adrcdn.com/ads/Sanoma/3232303430/97606/banner_468x60.html?scrrefstr=scr_08b5c105c69ba47bedc94fa0124126d4banner1438002523393&scrdebug=0&scrwidth=468&scrheight=60&scrdevtype=mobile&vars=&clicks=%5B%22http%3A//ad.360yield.com/click/ZVxsQU22uXrrTyfYPbEg.rOrbjqpzH2KBIYSoUyhAT6DIId3Xx9ZelXKqUX6T8g330xfEtRY6lE8VvFFwylunKkRjzVnV-Tx.SOMQFwCJTHTanPmnXOHh.HD4OGGNtyfdtpB6ua-zixWDNT-rQkF2dv9GpwHp6ZgIEStrPmY-u8JTwVSvK3kofF8KU2X4tHu-0wW-DIAC4qxsFIGNtqd64gFqY9uZ0kxRjc.j7xrIEME1DqNe3UR1d5uX-891OxxUzZHUtxpzvFFt4XdOYth1BCfXVIROJGkjkYecwiAlozwy4N4-gkR8soKUjeQWq3daB1N7t9oOyjwwkXuTovTw-ujP3vRKB38EA6Kcea9KRK0acABAB-3FpPiGnZf1mW6bfoR5eDqsJoF6g%3D%3D//http%3A//abonnement.libelle.nl/Home/cpc%3Futm_medium%3Ddisplay%26utm_source%3Dsd_netwerk%26utm_campaign%3D20150622_libelle_cpc%26utm_content%3D468x60%22%5D";media.adrcdn.com;"/ads/Sanoma/3232303430/97606/banner_468x60.html";583;637;0
test;1438002426352;http;www.wtf.nl;"/";295;"text/html";"http://cntr.adrcntr.com/e/?id=08b5c105c69ba47bedc94fa0124126d4&ci=&ho=www.wtf.nl&pl=default&el=%7Bscr:element%7D&ob=%7Bscr:object%7D&ev=mobile_ios&mo=73&ms=&rn=b5d6c93f-6343-4e84-bb7e-d768c8d046ba&ca=20576118981";cntr.adrcntr.com;"/e/";587;637;0
test;1438002426352;http;www.wtf.nl;"/";296;"text/javascript";"http://cntr.adrcntr.com/i/?id=e227420900d43ebc577ec9c7fb4f88ef&ci=&ho=www.wtf.nl&pl=default&fl=0&sw=1920&sh=1080&rt=s&dnt=0&rn=b5d6c93f-6343-4e84-bb7e-d768c8d046ba&ca=4034200497";cntr.adrcntr.com;"/i/";588;658;0
test;1438002426352;http;www.wtf.nl;"/";297;"text/html";"http://cntr.adrcntr.com/e/?id=e227420900d43ebc577ec9c7fb4f88ef&ci=&ho=www.wtf.nl&pl=default&el=%7Bscr:element%7D&ob=%7Bscr:object%7D&ev=mobile_ios_8&mo=73&ms=&rn=b5d6c93f-6343-4e84-bb7e-d768c8d046ba&ca=70321019809";cntr.adrcntr.com;"/e/";588;658;0
test;1438002426352;http;www.wtf.nl;"/";298;"text/javascript";"http://s372.meetrics.net/bb-mx/prime/mtrcs_990688.js?pjid=990688&cpid=120041720&site=24129440&place=24235400&adc=204470480&cid=80442443240&node=VMspot_10321544_50548031";s372.meetrics.net;"/bb-mx/prime/mtrcs_990688.js";590;661;0
test;1438002426352;http;www.wtf.nl;"/";299;"text/javascript";"http://ad.360yield.com/adj?p=526533&w=300&h=250&optin=&tz=-120&click3rd=uprz6fgeuk&kw=mqx65qehh,mqx7bc2sw&vmspot=10321544_50548031";ad.360yield.com;"/adj";591;808;0
test;1438002426352;http;www.wtf.nl;"/";300;"text/html";"https://www.facebook.com/v2.0/plugins/like_box.php?app_id&channel=http%3A%2F%2Fstatic.ak.facebook.com%2Fconnect%2Fxd_arbiter%2FX9pYjJn4xhW.js%3Fversion%3D41%23cb%3Df2898e7714%26domain%3Dwww.wtf.nl%26origin%3Dhttp%253A%252F%252Fwww.wtf.nl%252Ffdc8247a%26relation%3Dparent.parent&color_scheme=light&container_width=620&header=false&href=https%3A%2F%2Fwww.facebook.com%2Fwtfnl%2F&locale=en_US&sdk=joey&show_border=false&show_faces=true&stream=false&width=336";www.facebook.com;"/v2.0/plugins/like_box.php";592;778;0
test;1438002426352;http;www.wtf.nl;"/";301;"image/jpeg";"http://creative.360yield.com/file/178915/Banner-300x250.jpg";creative.360yield.com;"/file/178915/Banner-300x250.jpg";602;661;0
test;1438002426352;http;www.wtf.nl;"/";303;"undefined";"http://nl-sanoma.videoplaza.tv/proxy/tracker/v2";nl-sanoma.videoplaza.tv;"/proxy/tracker/v2";611;686;0
test;1438002426352;http;www.wtf.nl;"/";304;"image/gif";"http://dc296.s372.meetrics.net/bb-mx/revoke?BTAx0Az4AwwAy0Ay2A4yA55A5wA24A4BE";dc296.s372.meetrics.net;"/bb-mx/revoke";629;664;0
test;1438002426352;http;www.wtf.nl;"/";305;"text/css";"http://media.adrcdn.com/ads/Sanoma/3232303430/97606/styles.css";media.adrcdn.com;"/ads/Sanoma/3232303430/97606/styles.css";636;661;0
test;1438002426352;http;www.wtf.nl;"/";306;"text/javascript";"http://media.adrcdn.com/scripts/screenad_interface_1.0.3_scrambled.js";media.adrcdn.com;"/scripts/screenad_interface_1.0.3_scrambled.js";636;677;0
test;1438002426352;http;www.wtf.nl;"/";307;"image/gif";"http://ad.360yield.com/match?publisher_dsp_id=55&external_user_id=CAESEApukwDbWQhVw1A6YHDy0UE&google_cver=1";ad.360yield.com;"/match";656;807;0
test;1438002426352;http;www.wtf.nl;"/";308;"text/javascript";"http://media.adrcdn.com/ads/Sanoma/3232303430/97606/edge.5.0.1.min.js";media.adrcdn.com;"/ads/Sanoma/3232303430/97606/edge.5.0.1.min.js";680;687;0
test;1438002426352;http;www.wtf.nl;"/";309;"text/javascript";"http://media.adrcdn.com/ads/Sanoma/3232303430/97606/libelle_cpc_r001_468x60_edge.js";media.adrcdn.com;"/ads/Sanoma/3232303430/97606/libelle_cpc_r001_468x60_edge.js";700;709;0
test;1438002426352;http;www.wtf.nl;"/";310;"image/gif";"http://media.adrcdn.com/ads/Sanoma/3232303430/97606/Preloader-16x16.gif";media.adrcdn.com;"/ads/Sanoma/3232303430/97606/Preloader-16x16.gif";714;725;0
test;1438002426352;http;www.wtf.nl;"/";311;"text/javascript";"http://media.adrcdn.com/ads/Sanoma/3232303430/97606/libelle_cpc_r001_468x60_edge.js";media.adrcdn.com;"/ads/Sanoma/3232303430/97606/libelle_cpc_r001_468x60_edge.js";715;719;0
test;1438002426352;http;www.wtf.nl;"/";312;"text/javascript";"http://media.adrcdn.com/ads/Sanoma/3232303430/97606/jquery-2.0.3.min.js";media.adrcdn.com;"/ads/Sanoma/3232303430/97606/jquery-2.0.3.min.js";724;732;0
test;1438002426352;http;www.wtf.nl;"/";313;"text/javascript";"http://media.adrcdn.com/ads/Sanoma/3232303430/97606/jquery-2.0.3.min.js";media.adrcdn.com;"/ads/Sanoma/3232303430/97606/jquery-2.0.3.min.js";725;733;0
test;1438002426352;http;www.wtf.nl;"/";314;"image/jpeg";"http://media.adrcdn.com/ads/Sanoma/3232303430/97606/bg.jpg";media.adrcdn.com;"/ads/Sanoma/3232303430/97606/bg.jpg";748;780;0
test;1438002426352;http;www.wtf.nl;"/";315;"image/png";"http://media.adrcdn.com/ads/Sanoma/3232303430/97606/cover5.png";media.adrcdn.com;"/ads/Sanoma/3232303430/97606/cover5.png";772;806;0
test;1438002426352;http;www.wtf.nl;"/";316;"image/png";"http://media.adrcdn.com/ads/Sanoma/3232303430/97606/cover4.png";media.adrcdn.com;"/ads/Sanoma/3232303430/97606/cover4.png";773;806;0
test;1438002426352;http;www.wtf.nl;"/";317;"image/png";"http://media.adrcdn.com/ads/Sanoma/3232303430/97606/cover3.png";media.adrcdn.com;"/ads/Sanoma/3232303430/97606/cover3.png";773;806;0
test;1438002426352;http;www.wtf.nl;"/";318;"image/png";"http://media.adrcdn.com/ads/Sanoma/3232303430/97606/cover2.png";media.adrcdn.com;"/ads/Sanoma/3232303430/97606/cover2.png";773;806;0
test;1438002426352;http;www.wtf.nl;"/";319;"image/png";"http://media.adrcdn.com/ads/Sanoma/3232303430/97606/cover1.png";media.adrcdn.com;"/ads/Sanoma/3232303430/97606/cover1.png";773;806;0
test;1438002426352;http;www.wtf.nl;"/";320;"image/png";"http://media.adrcdn.com/ads/Sanoma/3232303430/97606/groupcover5.png";media.adrcdn.com;"/ads/Sanoma/3232303430/97606/groupcover5.png";774;807;0
test;1438002426352;http;www.wtf.nl;"/";321;"image/png";"http://media.adrcdn.com/ads/Sanoma/3232303430/97606/groupcover4.png";media.adrcdn.com;"/ads/Sanoma/3232303430/97606/groupcover4.png";774;866;0
test;1438002426352;http;www.wtf.nl;"/";322;"image/png";"http://media.adrcdn.com/ads/Sanoma/3232303430/97606/groupcover3.png";media.adrcdn.com;"/ads/Sanoma/3232303430/97606/groupcover3.png";774;866;0
test;1438002426352;http;www.wtf.nl;"/";323;"image/png";"http://media.adrcdn.com/ads/Sanoma/3232303430/97606/groupcover2.png";media.adrcdn.com;"/ads/Sanoma/3232303430/97606/groupcover2.png";774;822;0
test;1438002426352;http;www.wtf.nl;"/";324;"image/png";"http://media.adrcdn.com/ads/Sanoma/3232303430/97606/groupcover1.png";media.adrcdn.com;"/ads/Sanoma/3232303430/97606/groupcover1.png";774;826;0
test;1438002426352;http;www.wtf.nl;"/";325;"image/png";"http://media.adrcdn.com/ads/Sanoma/3232303430/97606/sticker.png";media.adrcdn.com;"/ads/Sanoma/3232303430/97606/sticker.png";774;866;0
test;1438002426352;http;www.wtf.nl;"/";326;"image/png";"http://media.adrcdn.com/ads/Sanoma/3232303430/97606/libelle_logo.png";media.adrcdn.com;"/ads/Sanoma/3232303430/97606/libelle_logo.png";775;866;0
test;1438002426352;http;www.wtf.nl;"/";327;"image/png";"http://media.adrcdn.com/ads/Sanoma/3232303430/97606/btnOver.png";media.adrcdn.com;"/ads/Sanoma/3232303430/97606/btnOver.png";775;866;0
test;1438002426352;http;www.wtf.nl;"/";328;"image/png";"http://media.adrcdn.com/ads/Sanoma/3232303430/97606/btnStill.png";media.adrcdn.com;"/ads/Sanoma/3232303430/97606/btnStill.png";775;870;0
test;1438002426352;http;www.wtf.nl;"/";329;"text/css";"https://fbstatic-a.akamaihd.net/rsrc.php/v2/yp/r/a9pa_848KOD.css";fbstatic-a.akamaihd.net;"/rsrc.php/v2/yp/r/a9pa_848KOD.css";777;818;0
test;1438002426352;http;www.wtf.nl;"/";330;"text/css";"https://fbstatic-a.akamaihd.net/rsrc.php/v2/yN/r/1RNiB19ko1_.css";fbstatic-a.akamaihd.net;"/rsrc.php/v2/yN/r/1RNiB19ko1_.css";777;827;0
test;1438002426352;http;www.wtf.nl;"/";331;"image/gif";"http://dc302.s372.meetrics.net/bb-mx/submit?/RLwrBPHAAxwhFo0F0wF6vAv3E33Fu3E0mFuuEsvBfpyF+k2FmywAx1AtwA0tAx1AtxAx6A11At5A5wA24A4tAyuAw3A3tAzzAm5B52AzzAyqhFx0Az4AwwAy0Ay2A20A05A5wA24A4BE/k0F1BxgAwqFpkF95A5wA24A4mAjwFpkF9xAx5A51Aw1AywAmzEp0Fl9By0AxyA50A0wAmwEshFjlF9yA0yAz1A0wAwmAhkFj9BxxA51Ay2A00AwmAjpFk9B4wA21Ay0A02A52AwmAuvFklF9WENzFwvF0fFxwAzyAx1A00AfyB35AyxA15AzBELquFDLktFBLkqFFlqwF55Aw2A44AK2mFKq1FKq2FMq3FbEMq4FHEKq6FLkqFKlkyB55Aw2A44AyqoFx0Az4AwwAy0Ay2Az4A1uA3uF3sFvBE+qhFnx0Az4AwwAy0Ay2A20A05A5wA24A46Ax0Az4AwwAy0Ay2A4yA55A5wA24A4BE/k0FrDxgAwqFpkF95A5wA24A4mAjwFpkF9xAx5A51Aw1AywAmzEp0Fl9By0AxyA50A0wAmwEshFjlF9yA0yAz1A0wAwmAhkFj9BxxA51Ay2A00AwmAjpFk9B4wA21Ay0A02A52AwmAuvFklF9WENzFwvF0fFxwAzyAx1A00AfyB35AyxA15Az8ExgAwqFpkF95A5wA24A4mAjwFpkF9xAywAw0Ax3AywAmzEp0Fl9By0AxyA50A0wAmwEshFjlF9yA0yAz1A0wAwmAhkFj9BxxA51Ay3A20AwmAjpFk9B4wA21Ay0A25Ay4AwmAuvFklF9WENzFwvF0fFxwAzyAx1A00AfzByxA04Aw2A4BE+qhFnx0Az4AwwAy0Ay2A20A05A5wA24A46Ax0Az4AwwAy0Ay2A4yA55A5wA24A4BEUkzF3BFAAAAAAAKwRSoBGBAAAAAAKwRSoBBPBAAAAAAAAB2XnAPKCAAeA4QAcAAAAPnCAAAAAAABqBdAPDAAFAAqBdTpzKAPAAALAAWGARpzKAPYCAAAAAAABNSpASksFCJbAAAAAAAAAAAAEAAA2XnAAAAAAAJAxxA55A1wA1yAwBEIAy0AyzA10AwwAIAy0AxyA50A0wAYAWNFzwFv0FfxBwzAyxA10A0fEy3A5yAx1A5zALA4wA21Ay0A02A52AwBEJAxxA51Ay2A00AwBEbAAAAAAAAAAAAEAAAqBdAAAAAAAJAxyAwwA0xA3yAwBEIAy0AyzA10AwwAIAy0AxyA50A0wAYAWNFzwFv0FfxBwzAyxA10A0fEzyAx0A4wA24ALA4wA21Ay0A25Ay4AwBEJAxxA51Ay3A20AwBEcLAAWGAsEA6DAFAAApzKAAA7Ao0F0wF6vAvjEylFh0Fp2FluBz2Aw5EplFskFujEvtFvmEpsFlvBx3A45Ax1AvCEhuFulFytBzwAw4Ey1AwuAqwFnBFEANQFVxBAAAAAAAAAAAAAAbAAAAAAAAAAAAEAAANSpAAAAAAAJAxyAwwA0xA3yAwBEIAy0AyzA10AwwAIAy0AxyA50A0wAYAWNFzwFv0FfxBwzAyxA10A0fE1wA10A4wAzxALA4wA00Ay0A0zAy0AwBEJAywA00A3wA04AwBE";dc302.s372.meetrics.net;"/bb-mx/submit";785;873;0
test;1438002426352;http;www.wtf.nl;"/";337;"image/jpeg";"https://scontent.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/s350x350/10436270_632774320164094_301747550964743360_n.jpg?oh=063a0d24243ff64a96f8a9636889dcf8&oe=565158E9";scontent.xx.fbcdn.net;"/hphotos-xap1/v/t1.0-9/s350x350/10436270_632774320164094_301747550964743360_n.jpg";844;874;0
test;1438002426352;http;www.wtf.nl;"/";338;"image/jpeg";"https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xtf1/v/t1.0-1/p50x50/11745611_992428630791474_9047414838836276200_n.jpg?oh=0a240616dd2f25fbed3e57b5f1fd29ab&oe=5650890C&__gda__=1444288842_c1270da6340b4905c61ac14a5effa4f5";fbcdn-profile-a.akamaihd.net;"/hprofile-ak-xtf1/v/t1.0-1/p50x50/11745611_992428630791474_9047414838836276200_n.jpg";846;873;0
test;1438002426352;http;www.wtf.nl;"/";339;"image/jpeg";"https://scontent.xx.fbcdn.net/hprofile-xap1/v/l/t1.0-1/c10.0.50.50/p50x50/994354_479396308835230_524772313_n.jpg?oh=8444ebf25cfc8cfa52b4ef462567badb&oe=560F1A96";scontent.xx.fbcdn.net;"/hprofile-xap1/v/l/t1.0-1/c10.0.50.50/p50x50/994354_479396308835230_524772313_n.jpg";864;889;0
test;1438002426352;http;www.wtf.nl;"/";340;"image/png";"https://fbstatic-a.akamaihd.net/rsrc.php/v2/y1/r/wL6VQj7Ab77.png";fbstatic-a.akamaihd.net;"/rsrc.php/v2/y1/r/wL6VQj7Ab77.png";864;874;0
test;1438002426352;http;www.wtf.nl;"/";341;"image/png";"https://fbstatic-a.akamaihd.net/rsrc.php/v2/yw/r/cux35wO47xp.png";fbstatic-a.akamaihd.net;"/rsrc.php/v2/yw/r/cux35wO47xp.png";864;875;0
test;1438002426352;http;www.wtf.nl;"/";342;"image/jpeg";"https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xpt1/v/t1.0-1/p50x50/11140333_1549575251965283_4971808397380109613_n.jpg?oh=3b981910f0af8e4126a987f89ea0f6c4&oe=5613475C&__gda__=1447105938_9e1a6384516f48e1d63c920e7775e628";fbcdn-profile-a.akamaihd.net;"/hprofile-ak-xpt1/v/t1.0-1/p50x50/11140333_1549575251965283_4971808397380109613_n.jpg";864;875;0
test;1438002426352;http;www.wtf.nl;"/";343;"image/jpeg";"https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xfp1/v/t1.0-1/p50x50/10398043_10204313940987325_2935566328254596050_n.jpg?oh=f512e1b312dcbd0a318c8e40db8c1fa9&oe=561163B2&__gda__=1447503321_cd57bf8d8c1c3ea2a90d9787f9c231bc";fbcdn-profile-a.akamaihd.net;"/hprofile-ak-xfp1/v/t1.0-1/p50x50/10398043_10204313940987325_2935566328254596050_n.jpg";865;887;0
test;1438002426352;http;www.wtf.nl;"/";344;"image/jpeg";"https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xpf1/v/t1.0-1/p50x50/11049556_1453520311638243_8473663299745359222_n.jpg?oh=aed9728eabdf38dbd2987e65b01e2ef5&oe=5652C0D5&__gda__=1443899834_fb30289cabf1ebe47caa9ac5aac9dd4d";fbcdn-profile-a.akamaihd.net;"/hprofile-ak-xpf1/v/t1.0-1/p50x50/11049556_1453520311638243_8473663299745359222_n.jpg";865;876;0
test;1438002426352;http;www.wtf.nl;"/";345;"image/jpeg";"https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xft1/v/t1.0-1/p50x50/10171841_562188307229650_6755803660030531690_n.jpg?oh=8aac00ad2aae2df98378725363ed98dc&oe=560FA703&__gda__=1448150807_cde22ec29803762573714f5016768e06";fbcdn-profile-a.akamaihd.net;"/hprofile-ak-xft1/v/t1.0-1/p50x50/10171841_562188307229650_6755803660030531690_n.jpg";865;876;0
test;1438002426352;http;www.wtf.nl;"/";346;"image/jpeg";"https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xpt1/v/t1.0-1/p50x50/11127472_468570033294746_6277807926054684243_n.jpg?oh=7b55f16ba1aa61033edc57f0cb55141c&oe=56458B4B&__gda__=1447065619_126303194713c4bcb0151f2049240158";fbcdn-profile-a.akamaihd.net;"/hprofile-ak-xpt1/v/t1.0-1/p50x50/11127472_468570033294746_6277807926054684243_n.jpg";865;876;0
test;1438002426352;http;www.wtf.nl;"/";347;"image/jpeg";"https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xpa1/v/t1.0-1/p50x50/7075_10153331299217137_4762320721430980446_n.jpg?oh=84a2f7271b700af02cbed0d10aa2f455&oe=564951FC&__gda__=1444163769_af2a95c468b42aea2349c6cfb4f66709";fbcdn-profile-a.akamaihd.net;"/hprofile-ak-xpa1/v/t1.0-1/p50x50/7075_10153331299217137_4762320721430980446_n.jpg";865;887;0
test;1438002426352;http;www.wtf.nl;"/";348;"image/jpeg";"https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xft1/v/t1.0-1/p50x50/10410618_651878751590676_1844674285944693438_n.jpg?oh=a833229b051153f584ccd448f8e81ad3&oe=5654989E&__gda__=1448452746_f4e460235a0efe7dd89e582fe30a48d7";fbcdn-profile-a.akamaihd.net;"/hprofile-ak-xft1/v/t1.0-1/p50x50/10410618_651878751590676_1844674285944693438_n.jpg";866;888;0
test;1438002426352;http;www.wtf.nl;"/";349;"image/gif";"http://ad.360yield.com/match?external_user_id=5149034815669323340&publisher_dsp_id=40";ad.360yield.com;"/match";870;954;0
test;1438002426352;http;www.wtf.nl;"/";350;"image/gif";"http://ad.360yield.com/match?publisher_dsp_id=55&external_user_id=CAESEApukwDbWQhVw1A6YHDy0UE&google_cver=1";ad.360yield.com;"/match";872;903;0
test;1438002426352;http;www.wtf.nl;"/";351;"image/gif";"http://ad.360yield.com/match?publisher_dsp_id=4&external_user_id=7367327892691108106";ad.360yield.com;"/match";872;903;0
test;1438002426352;http;www.wtf.nl;"/";352;"image/gif";"http://ad.360yield.com/match?publisher_dsp_id=79&external_user_id=a9d86bd2-1397-457b-9d5a-347c406a066e";ad.360yield.com;"/match";872;954;0
test;1438002426352;http;www.wtf.nl;"/";353;"image/gif";"http://ad.360yield.com/match?publisher_dsp_id=5&external_user_id=560155b6-2cfa-4300-810c-e1bff2537a97";ad.360yield.com;"/match";873;903;0
test;1438002426352;http;www.wtf.nl;"/";355;"text/javascript";"http://beacon.krxd.net/optout_check?callback=Krux.ns._default.kxjsonp_optOutCheck";beacon.krxd.net;"/optout_check";957;1011;0
test;1438002426352;http;www.wtf.nl;"/";356;"text/javascript";"http://cdn.krxd.net/userdata/get?pub=9ae1de1e-f2f8-4599-a15e-eb921b259f51&callback=Krux.ns._default.kxjsonp_userdata";cdn.krxd.net;"/userdata/get";958;1010;0
test;1438002426352;http;www.wtf.nl;"/";358;"text/javascript";"http://bam.nr-data.net/1/4702f272e2?a=3766147&pl=1438002426385&v=632.2b17625&to=YgdVbUYHW0tWURFYXVtNcUxaBUFRWFxKV0BaDENcWgJqW1hAAB9EXAdASg4uWlVSYgRWV2MLUk4%3D&ap=3190&be=21&fe=899&dc=334&f=%5B%5D&perf=%7B%22timing%22:%7B%22of%22:1438002426385,%22n%22:0,%22u%22:5,%22ue%22:13,%22dl%22:20,%22di%22:355,%22ds%22:355,%22de%22:426,%22dc%22:920,%22l%22:920,%22le%22:960,%22f%22:0,%22dn%22:0,%22dne%22:0,%22c%22:0,%22ce%22:0,%22rq%22:0,%22rp%22:0,%22rpe%22:65%7D,%22navigation%22:%7B%7D%7D&jsonp=NREUM.setToken";bam.nr-data.net;"/1/4702f272e2";1000;1105;0
test;1438002426352;http;www.wtf.nl;"/";359;"image/gif";"http://ping.chartbeat.net/ping?h=wtf.nl&p=%2F&u=B4cR2CCox46wB5hgN-&d=wtf.nl&g=56491&n=0&f=f0001&c=0&x=0&m=0&y=7537&o=640&w=1136&j=45&R=1&W=0&I=0&E=0&e=0&r=&b=938&t=nKW4KpiQtlBEc08u8JhLsBTBhkb&V=63&z=t%3DCwSlpZDqv5H9BiQw3kBjMhmqB4Z2Am%26E%3D0%26x%3D0%26c%3D0.31%26y%3D7501%26w%3D1136&i=WTF.nl%20-%20Blijf%20je%20verbazen&tz=-120&sn=1&_";ping.chartbeat.net;"/ping";1008;1099;0
test;1438002426352;http;www.wtf.nl;"/";361;"image/gif";"http://track.adform.net/dmp/profile/?CC=1&pid=9&cat=segment%7Cmqx65qehh&cat=segment%7Cmqx7bc2sw";track.adform.net;"/dmp/profile/";1013;1048;0
test;1438002426352;http;www.wtf.nl;"/";362;"image/gif";"http://privacy.wtf.nl/pixel/dIYti4MVue1bP0uslOEA5p_wR6ifDvCZucM5O0VAPfKxnEaqWnd8S8NEkubrClMriDCZ0s3mEVOr1g4PplglNQ%253D%253D";privacy.wtf.nl;"/pixel/dIYti4MVue1bP0uslOEA5p_wR6ifDvCZucM5O0VAPfKxnEaqWnd8S8NEkubrClMriDCZ0s3mEVOr1g4PplglNQ%253D%253D";1018;1024;0
test;1438002426352;http;www.wtf.nl;"/";363;"text/javascript";"http://privacy.wtf.nl/script/cookiebar.js";privacy.wtf.nl;"/script/cookiebar.js";1025;1030;0
test;1438002426352;http;www.wtf.nl;"/";364;"image/png";"http://bin.snmmd.nl/m/m1nx5sqrhbgz.png";bin.snmmd.nl;"/m/m1nx5sqrhbgz.png";1031;1049;0
test;1438002426352;http;www.wtf.nl;"/";367;"image/gif";"http://logc210.xiti.com/hit.xiti?s=518538&s2=1&p=wtf.nl_grotebalk%3A%3Aingeklapt&di=&ac=&an=&trn=1438002427394&Rdt=On";logc210.xiti.com;"/hit.xiti";1105;1159;0
